Guid,Name,Type,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,Fax,Website,Industry,AnnualRevenue,NumberOfEmployees,Description,IsCustomerPortal,Jigsaw,AccountSource,SicDesc,ccrz__CustomField1__c,ccrz__CustomField2__c,ccrz__DataId__c,ccrz__PreventAddrBookSave__c,ccrz__PreventNewAddrCheckout__c,ccrz__PreventNewBillAddrCO__c,ccrz__SourceSystem__c,ccrz__TaxExemptAccount__c,ccrz__UsedByCloudcraze__c,SBQQ__AssetQuantitiesCombined__c,SBQQ__CoTermedContractsCombined__c,SBQQ__CoTerminationEvent__c,SBQQ__ContractCoTermination__c,SBQQ__IgnoreParentContractedPrices__c,SBQQ__PreserveBundle__c,SBQQ__PriceHoldEnd__c,SBQQ__RenewalModel__c,SBQQ__RenewalPricingMethod__c,SBQQ__TaxExempt__c,CorporateLocations__c,FranchiseLocations__c,TaxID__c,BillingEmail__c,Test_Field__c,Custom_Account_Picklist__c,trakcelstandard__c,A__c,b__c,C__c,D__c,E__c,F__c,G__c,H__c,K__c,I__c,J__c,X1__c,test__c,AAA__c
d8278d26-4a4a-4dc6-8a34-9d99b5469581,Realbridge,Prospect,50 Loch Av,Ballarat Central,VIC,3350,Australia,#N/A,#N/A,#N/A,50 Loch Av,Ballarat Central,VIC,3350,Australia,#N/A,#N/A,#N/A,(03) 8300 7460,#N/A,#N/A,Manufacturing,2.89485471E8,#N/A,Incom Corporation is the leader in Manufacturing in Ballarat Central,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,Test,#N/A,#N/A,#N/A,false,false,false,false,false,false,false,false,false,#N/A,false,#N/A,#N/A
233af7a8-6b11-434f-854a-41cc85b4c5e7,Kwideo,Customer,390 Harris Street,Sydney,NSW,2007,Australia,#N/A,#N/A,#N/A,390 Harris Street,Sydney,NSW,2007,Australia,#N/A,#N/A,#N/A,(02) 7948 6474,#N/A,#N/A,Energy,6.39903177E8,#N/A,Petrox Oil Company is the leader in Energy in Sydney,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,false,false,false,false,false,false,#N/A,false,#N/A,#N/A
34358351-a3dd-4cbf-b704-5592c334f51a,Oodoo,Customer,1501 Page Mill Rd,Palo Alto,CA,94304-1126,United States,#N/A,#N/A,#N/A,P.O. BOX 10301,Palo Alto,CA,94303-0890,US,#N/A,#N/A,#N/A,1.650.857.1501,#N/A,#N/A,Automotive,1.03355E11,#N/A,Kumatsu Motors is the leader in Automotive in Palo Alto,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,Test,#N/A,#N/A,#N/A,false,false,false,false,false,false,false,false,false,#N/A,false,#N/A,#N/A
0ac1f6e6-8143-4f40-989f-f1a8e10f8c42,Vitz,Customer,3135 Easton Tpke,Fairfield,CT,06828-0001,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.203.373.2211,#N/A,#N/A,Technology,1.17386E11,#N/A,"Signal Processing, LLC is the leader in Technology in Fairfield",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,false,false,false,false,false,false,#N/A,false,#N/A,#N/A
c91c50b4-db69-485d-bd15-dffd96652dab,Brightdog,Customer,3010 Briarpark Dr,Houston,TX,77042-3706,United States,#N/A,#N/A,#N/A,P.O. BOX 4428,Houston,TX,77210-4428,US,#N/A,#N/A,#N/A,1.281.293.6600,#N/A,#N/A,Hospitality,1.00949E11,#N/A,Your Lesiure Microtels is the leader in Hospitality in Houston,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,false,false,false,false,false,false,#N/A,false,#N/A,#N/A
6dec60b7-7f75-40a5-b0bb-8e608fb05891,Lazzy,Customer,28 Besline St,Kuraby,QLD,4112,Australia,#N/A,#N/A,#N/A,28 Besline St,Kuraby,QLD,4112,Australia,#N/A,#N/A,#N/A,(07) 6674 6703,#N/A,#N/A,Manufacturing,9.37328603E8,#N/A,Leeding Engines Ltd. is the leader in Manufacturing in Kuraby,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,Test,#N/A,#N/A,#N/A,false,false,false,false,false,false,false,false,false,#N/A,false,#N/A,#N/A
2cba0e46-0694-4509-a74f-7d434086b2ad,Myworks,Customer,333 Clay St Ste 1600,Houston,TX,77002-4101,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.713.646.4100,#N/A,#N/A,Engineering,2.3152E10,#N/A,Wentworth Industries is the leader in Engineering in Houston,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,false,false,false,false,false,false,#N/A,false,#N/A,#N/A
acf7b700-0197-4156-ae58-17f6b388d3de,Wikizz,Customer,120 Park Ave FL 6,New York,NY,10017-5592,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.917.663.2000,#N/A,#N/A,Higher Education,7.3908E10,#N/A,Leza College of Engineering is the leader in Higher Education in New York,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,Test,#N/A,#N/A,#N/A,false,false,false,false,false,false,false,false,false,#N/A,false,#N/A,#N/A
f3f54a84-6f83-4a94-bce8-066375fb1e50,Flipbug,Prospect,"1006, Oaza Kadoma",Osaka,#N/A,#N/A,Japan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthcare,7.41215097E8,#N/A,TSM South is the leader in Healthcare,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,Test,#N/A,#N/A,#N/A,false,false,false,false,false,false,false,false,false,#N/A,false,#N/A,#N/A
75d0e60f-b11c-476f-89e3-bcd2c10821fa,Viva,Customer,34 Frasers Rd,Mitchelton,QLD,4053,Australia,#N/A,#N/A,#N/A,34 Frasers Rd,Mitchelton,QLD,4053,Australia,#N/A,#N/A,#N/A,(07) 8057 8902,#N/A,#N/A,Healthcare,8.4202995E8,#N/A,Christian Lavendar Hospital is the leader in Healthcare in Mitchelton,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,Test,#N/A,#N/A,#N/A,false,false,false,false,false,false,false,false,false,#N/A,false,#N/A,#N/A
6e9e4e46-cfe6-4cc2-9674-2214593afeaa,Roomm,Prospect,151 Farmington Ave,Hartford,CT,06156-0001,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.860.273.0123,#N/A,#N/A,Energy,6.03365E10,#N/A,Initrode is the leader in Energy in Hartford,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,Test,#N/A,#N/A,#N/A,false,false,false,false,false,false,false,false,false,#N/A,false,#N/A,#N/A
24b3318e-aa5b-43a6-8aa3-e2640b7751ed,Voolith,Customer,500 S Buena Vista St,Burbank,CA,91521-0007,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.818.560.1000,#N/A,#N/A,Higher Education,5.2465E10,#N/A,Larsco College is the leader in Higher Education in Burbank,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,false,false,false,false,false,false,#N/A,false,#N/A,#N/A
d1e7fe16-afbf-4b21-881a-79c9518bfc60,Gigaclub,Customer,57 Clifton Dr,Bacchus Marsh,VIC,3340,Australia,#N/A,#N/A,#N/A,57 Clifton Dr,Bacchus Marsh,VIC,3340,Australia,#N/A,#N/A,#N/A,(03) 6472 8807,#N/A,#N/A,Healthcare,4.93945873E8,#N/A,PK South is the leader in Healthcare in Bacchus Marsh,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,Test,#N/A,#N/A,#N/A,false,false,false,false,false,false,false,false,false,#N/A,false,#N/A,#N/A
d743336f-4ead-4ddb-986c-8c3629e0e8a0,Podcat,Prospect,356 Ocean View Rd,Ettalong Beach,NSW,2257,Australia,#N/A,#N/A,#N/A,356 Ocean View Rd,Ettalong Beach,NSW,2257,Australia,#N/A,#N/A,#N/A,(02) 7575 8703,#N/A,#N/A,Retail,6.52105621E8,#N/A,Mainway Toys is the leader in Retail in Ettalong Beach,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,false,false,false,false,false,false,#N/A,false,#N/A,#N/A
d221d4bb-3efe-4d72-bf12-0751eb4a9296,Jaxworks,Customer,60 Columbus Cir FL 17,New York,NY,10023-5860,United States,#N/A,#N/A,#N/A,6/10 Mount St,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.212.364.8200,#N/A,#N/A,Finance,2.3697E10,#N/A,Thrift Bank is the leader in Finance in New York,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,Test,#N/A,#N/A,#N/A,false,false,false,false,false,false,false,false,false,#N/A,false,#N/A,#N/A
961b9f89-59dc-4218-a555-f62a832bad7f,Kayveo,Customer,29 Noalimba Cr,Bateman,WA,6150,Australia,#N/A,#N/A,#N/A,29 Noalimba Cr,Bateman,WA,6150,Australia,#N/A,#N/A,#N/A,(08) 7367 7550,#N/A,#N/A,Energy,3.02983857E8,#N/A,North Central Positronics is the leader in Energy in Bateman,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,false,false,false,false,false,false,#N/A,false,#N/A,#N/A
f75098c9-db79-4f45-99e2-50176baf6daf,Flashset,Prospect,4 Weeping Birch Crossing,Carson City,NV,89714,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Consulting,9488745.0,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,Test,#N/A,#N/A,#N/A,false,false,false,false,false,false,false,false,false,#N/A,false,#N/A,#N/A
